Month,Job Title,Growth Percentage,Average Salary,Openings
April,UX/UI Designer,+15.27% Growth,"$147,201",4410+ openings
October,Data Scientist,+48.21% Growth,"$129,923",3208+ openings
March,Business Analyst,+14.89% Growth,"$130,256",1947+ openings
September,Cloud Engineer,+47.22% Growth,"$91,009",3461+ openings
August,Cybersecurity Analyst,+37.44% Growth,"$143,791",2326+ openings
July,Data Scientist,+44.88% Growth,"$86,512",3356+ openings
October,Software Engineer,+7.54% Growth,"$111,083",4718+ openings
January,Data Scientist,+38.66% Growth,"$143,226",1332+ openings
August,Software Engineer,+18.51% Growth,"$140,525",3632+ openings
January,Data Scientist,+14.0% Growth,"$108,949",3737+ openings
January,Cloud Engineer,+49.61% Growth,"$134,719",3479+ openings
June,Software Engineer,+35.38% Growth,"$149,271",2308+ openings
January,Software Engineer,+11.23% Growth,"$89,909",4421+ openings
June,Product Manager,+10.36% Growth,"$99,325",4654+ openings
November,Business Analyst,+20.11% Growth,"$109,909",3982+ openings
October,Cybersecurity Analyst,+10.09% Growth,"$131,915",1594+ openings
July,Cloud Engineer,+49.42% Growth,"$79,103",1235+ openings
March,DevOps Engineer,+18.68% Growth,"$142,433",1971+ openings
February,Software Engineer,+27.94% Growth,"$126,324",3098+ openings
January,Software Engineer,+42.81% Growth,"$134,686",3140+ openings
October,Business Analyst,+22.89% Growth,"$80,101",3426+ openings
February,Cloud Engineer,+16.67% Growth,"$89,462",1300+ openings
June,Software Engineer,+11.63% Growth,"$83,597",659+ openings
February,Cloud Engineer,+14.17% Growth,"$70,254",2177+ openings
September,DevOps Engineer,+39.71% Growth,"$106,275",3115+ openings
December,Software Engineer,+49.68% Growth,"$141,836",1781+ openings
October,Full Stack Developer,+14.69% Growth,"$79,807",2846+ openings
August,AI Engineer,+8.27% Growth,"$128,764",3776+ openings
January,UX/UI Designer,+47.48% Growth,"$124,899",4960+ openings
January,Data Scientist,+32.98% Growth,"$121,854",3830+ openings
November,Full Stack Developer,+7.52% Growth,"$136,740",4238+ openings
December,Cybersecurity Analyst,+25.02% Growth,"$104,372",3701+ openings
October,Business Analyst,+13.31% Growth,"$108,555",3119+ openings
April,Product Manager,+37.36% Growth,"$116,301",1612+ openings
May,UX/UI Designer,+18.73% Growth,"$131,984",3459+ openings
October,Cybersecurity Analyst,+44.22% Growth,"$104,808",1452+ openings
December,Business Analyst,+24.47% Growth,"$92,088",2174+ openings
January,Cloud Engineer,+31.84% Growth,"$73,339",2393+ openings
November,Product Manager,+38.79% Growth,"$121,928",2339+ openings
March,Full Stack Developer,+17.65% Growth,"$104,079",2325+ openings
September,Software Engineer,+16.3% Growth,"$79,534",3540+ openings
November,Software Engineer,+41.41% Growth,"$146,049",2435+ openings
December,Software Engineer,+7.37% Growth,"$133,994",3748+ openings
December,Software Engineer,+49.78% Growth,"$118,529",3522+ openings
June,Cybersecurity Analyst,+8.82% Growth,"$82,565",4000+ openings
April,Cloud Engineer,+23.2% Growth,"$147,970",3381+ openings
February,Data Scientist,+22.55% Growth,"$117,154",3279+ openings
April,Business Analyst,+49.17% Growth,"$97,755",4807+ openings
September,UX/UI Designer,+6.5% Growth,"$138,229",593+ openings
February,DevOps Engineer,+23.7% Growth,"$100,545",4902+ openings
August,Cybersecurity Analyst,+21.74% Growth,"$90,653",4170+ openings
July,Data Scientist,+7.55% Growth,"$123,300",4355+ openings
June,UX/UI Designer,+26.35% Growth,"$145,505",4617+ openings
December,Software Engineer,+14.22% Growth,"$73,821",4422+ openings
December,Cloud Engineer,+25.18% Growth,"$115,657",4955+ openings
March,UX/UI Designer,+33.94% Growth,"$89,044",2789+ openings
June,Full Stack Developer,+46.89% Growth,"$86,504",562+ openings
September,Cloud Engineer,+8.06% Growth,"$136,248",4197+ openings
April,DevOps Engineer,+11.51% Growth,"$101,894",3007+ openings
September,Product Manager,+49.57% Growth,"$77,197",4843+ openings
August,Data Scientist,+11.92% Growth,"$93,420",2280+ openings
April,Cybersecurity Analyst,+22.24% Growth,"$84,277",3491+ openings
August,Full Stack Developer,+17.38% Growth,"$74,733",4999+ openings
October,UX/UI Designer,+24.4% Growth,"$77,403",683+ openings
November,Cybersecurity Analyst,+7.15% Growth,"$77,942",2092+ openings
November,Software Engineer,+14.77% Growth,"$79,218",4660+ openings
November,Software Engineer,+47.09% Growth,"$138,651",1311+ openings
February,Product Manager,+27.15% Growth,"$98,932",3033+ openings
March,Full Stack Developer,+44.6% Growth,"$133,127",1796+ openings
October,AI Engineer,+7.35% Growth,"$103,711",512+ openings
March,Full Stack Developer,+20.25% Growth,"$81,247",3271+ openings
April,AI Engineer,+13.55% Growth,"$89,085",877+ openings
March,Cloud Engineer,+26.42% Growth,"$131,063",3237+ openings
February,Data Scientist,+45.37% Growth,"$97,032",3394+ openings
July,Data Scientist,+25.37% Growth,"$96,688",1512+ openings
April,Software Engineer,+25.93% Growth,"$87,033",2321+ openings
January,AI Engineer,+32.41% Growth,"$89,431",3466+ openings
June,Cybersecurity Analyst,+35.99% Growth,"$147,587",3686+ openings
September,Product Manager,+11.43% Growth,"$128,153",3510+ openings
November,Full Stack Developer,+17.79% Growth,"$109,507",1670+ openings
June,Cybersecurity Analyst,+12.11% Growth,"$136,353",1989+ openings
May,Cybersecurity Analyst,+28.61% Growth,"$145,742",2201+ openings
April,UX/UI Designer,+43.41% Growth,"$107,145",4864+ openings
October,AI Engineer,+49.97% Growth,"$80,773",2644+ openings
August,DevOps Engineer,+7.13% Growth,"$103,831",892+ openings
March,Cybersecurity Analyst,+16.32% Growth,"$98,254",4841+ openings
July,DevOps Engineer,+19.51% Growth,"$73,710",1059+ openings
November,DevOps Engineer,+23.12% Growth,"$97,661",2337+ openings
August,Product Manager,+48.87% Growth,"$148,460",1514+ openings
July,UX/UI Designer,+34.14% Growth,"$106,188",2193+ openings
November,UX/UI Designer,+21.71% Growth,"$144,207",909+ openings
October,Data Scientist,+14.7% Growth,"$135,642",2194+ openings
April,UX/UI Designer,+47.13% Growth,"$104,197",4150+ openings
September,Full Stack Developer,+22.01% Growth,"$109,623",1538+ openings
January,Cloud Engineer,+21.74% Growth,"$91,855",4270+ openings
April,Cybersecurity Analyst,+10.26% Growth,"$86,656",3016+ openings
May,Cybersecurity Analyst,+27.32% Growth,"$93,758",3751+ openings
February,Software Engineer,+31.89% Growth,"$117,410",3565+ openings
October,Cloud Engineer,+9.67% Growth,"$71,505",1634+ openings
April,Software Engineer,+11.07% Growth,"$106,626",2232+ openings
April,Full Stack Developer,+20.93% Growth,"$127,098",2772+ openings
May,Full Stack Developer,+35.83% Growth,"$103,115",2255+ openings
March,AI Engineer,+13.09% Growth,"$74,126",3758+ openings
May,Product Manager,+22.94% Growth,"$81,514",3295+ openings
September,Product Manager,+26.14% Growth,"$101,541",4801+ openings
March,UX/UI Designer,+6.27% Growth,"$70,554",4359+ openings
May,Full Stack Developer,+41.31% Growth,"$114,565",4227+ openings
March,Data Scientist,+26.74% Growth,"$83,951",634+ openings
November,UX/UI Designer,+31.86% Growth,"$144,271",4953+ openings
February,Cybersecurity Analyst,+25.5% Growth,"$133,253",4152+ openings
April,Product Manager,+18.37% Growth,"$78,456",529+ openings
February,Business Analyst,+17.63% Growth,"$83,961",2529+ openings
January,AI Engineer,+5.06% Growth,"$135,992",2588+ openings
March,Cloud Engineer,+27.43% Growth,"$146,152",4407+ openings
February,Data Scientist,+10.92% Growth,"$74,101",1759+ openings
February,Business Analyst,+42.79% Growth,"$138,079",4694+ openings
February,Cloud Engineer,+19.32% Growth,"$143,407",1236+ openings
September,Full Stack Developer,+38.64% Growth,"$79,580",4014+ openings
July,DevOps Engineer,+42.36% Growth,"$78,671",3515+ openings
January,AI Engineer,+30.0% Growth,"$86,482",1796+ openings
April,Business Analyst,+5.57% Growth,"$122,397",3195+ openings
August,Cloud Engineer,+5.29% Growth,"$126,146",510+ openings
April,AI Engineer,+22.6% Growth,"$147,579",4899+ openings
July,Cloud Engineer,+19.66% Growth,"$71,247",3586+ openings
July,Software Engineer,+14.48% Growth,"$114,587",3899+ openings
December,UX/UI Designer,+42.85% Growth,"$142,940",2225+ openings
October,Cloud Engineer,+33.73% Growth,"$70,846",2609+ openings
August,Business Analyst,+14.88% Growth,"$139,491",1728+ openings
March,Data Scientist,+8.74% Growth,"$130,471",2128+ openings
February,AI Engineer,+7.59% Growth,"$115,046",3401+ openings
March,Cybersecurity Analyst,+17.17% Growth,"$94,972",2363+ openings
March,Business Analyst,+16.04% Growth,"$144,305",2582+ openings
August,Software Engineer,+6.41% Growth,"$115,794",4109+ openings
March,Product Manager,+13.37% Growth,"$111,848",2130+ openings
August,Full Stack Developer,+25.57% Growth,"$147,979",2409+ openings
February,Software Engineer,+38.67% Growth,"$103,107",2108+ openings
February,UX/UI Designer,+5.82% Growth,"$133,263",1098+ openings
May,DevOps Engineer,+17.6% Growth,"$142,032",1982+ openings
July,DevOps Engineer,+16.23% Growth,"$108,805",2683+ openings
November,AI Engineer,+8.78% Growth,"$141,697",1762+ openings
May,Software Engineer,+13.84% Growth,"$145,522",3344+ openings
April,Data Scientist,+43.79% Growth,"$119,394",4367+ openings
April,Software Engineer,+49.39% Growth,"$92,687",3657+ openings
September,Software Engineer,+41.28% Growth,"$105,753",4476+ openings
July,Data Scientist,+5.71% Growth,"$104,839",1086+ openings
December,Full Stack Developer,+18.25% Growth,"$89,403",669+ openings
October,UX/UI Designer,+12.49% Growth,"$120,958",1885+ openings
March,Cybersecurity Analyst,+41.13% Growth,"$131,848",1063+ openings
October,Full Stack Developer,+39.53% Growth,"$115,849",4974+ openings
October,Product Manager,+26.42% Growth,"$96,099",4526+ openings
March,DevOps Engineer,+47.27% Growth,"$93,221",4582+ openings
April,Business Analyst,+26.78% Growth,"$92,664",3158+ openings
July,Software Engineer,+23.45% Growth,"$139,934",4202+ openings
July,Cloud Engineer,+37.58% Growth,"$148,544",2952+ openings
December,Data Scientist,+12.23% Growth,"$146,974",2962+ openings
June,DevOps Engineer,+42.1% Growth,"$71,216",2180+ openings
November,AI Engineer,+28.71% Growth,"$144,026",1783+ openings
March,Business Analyst,+23.15% Growth,"$98,212",3477+ openings
April,DevOps Engineer,+27.51% Growth,"$142,589",1775+ openings
April,UX/UI Designer,+34.63% Growth,"$129,648",3119+ openings
May,Data Scientist,+42.73% Growth,"$136,766",939+ openings
September,AI Engineer,+12.87% Growth,"$103,325",1072+ openings
January,Software Engineer,+21.43% Growth,"$136,836",645+ openings
April,Full Stack Developer,+26.4% Growth,"$123,103",4730+ openings
September,Product Manager,+24.16% Growth,"$142,799",3461+ openings
May,DevOps Engineer,+44.63% Growth,"$73,260",4442+ openings
December,Cloud Engineer,+44.17% Growth,"$113,750",1275+ openings
January,Cybersecurity Analyst,+24.56% Growth,"$116,361",3686+ openings
December,Product Manager,+15.65% Growth,"$114,098",4047+ openings
September,Business Analyst,+14.95% Growth,"$73,595",3986+ openings
April,Full Stack Developer,+36.82% Growth,"$122,678",2690+ openings
August,Business Analyst,+31.85% Growth,"$141,122",1191+ openings
November,Cybersecurity Analyst,+28.23% Growth,"$104,572",547+ openings
November,Software Engineer,+46.09% Growth,"$117,480",2650+ openings
April,DevOps Engineer,+28.77% Growth,"$133,865",2807+ openings
June,DevOps Engineer,+25.29% Growth,"$121,437",3281+ openings
February,Product Manager,+23.4% Growth,"$71,572",2281+ openings
February,Cybersecurity Analyst,+6.32% Growth,"$123,884",744+ openings
July,DevOps Engineer,+23.74% Growth,"$90,637",3843+ openings
July,Business Analyst,+8.61% Growth,"$119,641",4492+ openings
May,DevOps Engineer,+24.31% Growth,"$104,949",4140+ openings
August,Product Manager,+18.43% Growth,"$72,443",1532+ openings
September,Product Manager,+12.44% Growth,"$146,344",813+ openings
April,AI Engineer,+45.49% Growth,"$92,100",4684+ openings
February,UX/UI Designer,+49.33% Growth,"$106,249",4811+ openings
June,Cybersecurity Analyst,+22.97% Growth,"$119,089",820+ openings
January,AI Engineer,+38.9% Growth,"$84,112",4119+ openings
April,DevOps Engineer,+48.63% Growth,"$130,106",4137+ openings
August,Product Manager,+42.93% Growth,"$136,513",4667+ openings
October,AI Engineer,+9.7% Growth,"$144,308",1265+ openings
January,Software Engineer,+40.27% Growth,"$100,854",1826+ openings
January,UX/UI Designer,+32.54% Growth,"$86,758",4003+ openings
May,Data Scientist,+35.36% Growth,"$97,204",4543+ openings
September,Cybersecurity Analyst,+47.51% Growth,"$116,187",952+ openings
March,Cloud Engineer,+11.2% Growth,"$128,395",856+ openings
February,Cloud Engineer,+28.85% Growth,"$118,170",4474+ openings
October,Business Analyst,+8.12% Growth,"$106,486",4701+ openings
November,Cybersecurity Analyst,+33.46% Growth,"$141,011",1080+ openings
December,Software Engineer,+20.02% Growth,"$96,638",4930+ openings
January,UX/UI Designer,+13.46% Growth,"$111,835",574+ openings
July,Business Analyst,+39.44% Growth,"$108,168",1526+ openings
December,Product Manager,+24.83% Growth,"$70,910",3628+ openings
May,Business Analyst,+47.96% Growth,"$93,693",3093+ openings
September,DevOps Engineer,+23.51% Growth,"$103,011",4219+ openings
March,Full Stack Developer,+6.06% Growth,"$80,124",3039+ openings
May,Full Stack Developer,+31.78% Growth,"$121,964",2212+ openings
April,Business Analyst,+15.44% Growth,"$143,092",3950+ openings
April,UX/UI Designer,+8.33% Growth,"$136,756",628+ openings
February,Cybersecurity Analyst,+31.62% Growth,"$81,342",3161+ openings
July,Business Analyst,+48.66% Growth,"$127,600",2705+ openings
July,Business Analyst,+46.21% Growth,"$109,067",4826+ openings
November,DevOps Engineer,+43.17% Growth,"$124,542",3411+ openings
February,AI Engineer,+43.71% Growth,"$79,707",2695+ openings
May,Cloud Engineer,+19.49% Growth,"$134,982",3765+ openings
July,DevOps Engineer,+21.59% Growth,"$132,397",2108+ openings
August,Cybersecurity Analyst,+43.92% Growth,"$96,245",3436+ openings
March,Full Stack Developer,+49.17% Growth,"$106,228",3519+ openings
November,UX/UI Designer,+28.6% Growth,"$136,103",4971+ openings
April,Software Engineer,+19.7% Growth,"$75,925",2394+ openings
July,AI Engineer,+10.31% Growth,"$84,685",4656+ openings
January,Software Engineer,+40.29% Growth,"$78,892",3422+ openings
March,Product Manager,+5.41% Growth,"$115,174",4195+ openings
August,UX/UI Designer,+47.78% Growth,"$77,317",675+ openings
October,UX/UI Designer,+6.25% Growth,"$147,906",961+ openings
October,Cybersecurity Analyst,+6.87% Growth,"$72,888",1081+ openings
September,Product Manager,+6.98% Growth,"$97,923",3894+ openings
March,Full Stack Developer,+28.15% Growth,"$78,123",2634+ openings
December,Data Scientist,+39.96% Growth,"$137,782",2093+ openings
September,Software Engineer,+34.53% Growth,"$79,390",4925+ openings
March,UX/UI Designer,+5.83% Growth,"$130,908",2634+ openings
September,Software Engineer,+30.05% Growth,"$95,431",792+ openings
July,Cybersecurity Analyst,+32.5% Growth,"$146,964",2336+ openings
June,Cybersecurity Analyst,+37.93% Growth,"$97,704",4806+ openings
November,Data Scientist,+49.33% Growth,"$104,272",2002+ openings
June,Product Manager,+12.51% Growth,"$78,260",550+ openings
August,Cybersecurity Analyst,+30.19% Growth,"$117,038",2475+ openings
May,Business Analyst,+14.23% Growth,"$140,109",2987+ openings
January,DevOps Engineer,+37.19% Growth,"$76,278",2745+ openings
November,Data Scientist,+49.73% Growth,"$71,936",4663+ openings
May,UX/UI Designer,+40.79% Growth,"$77,989",4960+ openings
May,UX/UI Designer,+24.12% Growth,"$143,086",3847+ openings
January,Full Stack Developer,+39.05% Growth,"$127,028",3575+ openings
June,Product Manager,+9.17% Growth,"$104,421",3338+ openings
July,Cloud Engineer,+16.83% Growth,"$85,493",2961+ openings
October,UX/UI Designer,+31.37% Growth,"$131,485",2180+ openings
March,Data Scientist,+31.35% Growth,"$148,113",1898+ openings
October,Cybersecurity Analyst,+14.29% Growth,"$95,910",1013+ openings
November,AI Engineer,+11.66% Growth,"$88,569",2090+ openings
February,AI Engineer,+5.92% Growth,"$77,096",2021+ openings
July,Product Manager,+19.11% Growth,"$124,808",4384+ openings
November,Product Manager,+35.71% Growth,"$136,336",1511+ openings
October,Business Analyst,+12.09% Growth,"$97,597",1021+ openings
September,DevOps Engineer,+31.43% Growth,"$113,008",513+ openings
November,Cybersecurity Analyst,+35.02% Growth,"$91,524",2356+ openings
March,AI Engineer,+44.13% Growth,"$147,004",3059+ openings
November,Data Scientist,+21.22% Growth,"$115,672",1687+ openings
May,Cloud Engineer,+32.23% Growth,"$142,151",4156+ openings
November,Software Engineer,+38.46% Growth,"$105,165",1299+ openings
August,AI Engineer,+10.12% Growth,"$86,876",3751+ openings
May,UX/UI Designer,+10.29% Growth,"$136,330",4044+ openings
February,Cybersecurity Analyst,+10.42% Growth,"$75,533",3429+ openings
May,UX/UI Designer,+26.29% Growth,"$105,524",3141+ openings
June,AI Engineer,+22.67% Growth,"$111,238",2229+ openings
May,DevOps Engineer,+16.52% Growth,"$114,145",2576+ openings
July,Business Analyst,+32.82% Growth,"$80,517",2806+ openings
August,Business Analyst,+32.95% Growth,"$105,528",1953+ openings
